Date,Stock Price,Interest Rate (%),Inflation Rate (%),GDP Growth Rate (%),Market Index
2016-07-31,29004.79,5.02,3.34,8.34,19751.38
2016-08-01,45470.43,4.82,6.99,8.42,21938.46
2016-08-02,42260.07,4.08,2.36,7.7,20089.36
2016-08-03,31406.72,6.35,2.22,5.04,33455.69
2016-08-04,24805.16,7.85,3.09,6.43,30266.46
2016-08-05,59461.62,3.88,6.86,3.77,14573.16
2016-08-06,35430.07,5.99,6.9,6.3,29375.38
2016-08-07,45972.34,5.12,5.27,4.71,38109.26
2016-08-08,21324.88,5.23,6.4,5.44,14679.42
2016-08-09,36851.54,4.27,3.07,4.14,41361.39
2016-08-10,16239.15,7.13,6.86,4.61,31084.12
2016-08-11,37745.48,5.43,2.71,3.54,43370.61
2016-08-12,58380.78,5.72,2.51,9.44,16888.66
2016-08-13,32289.3,4.52,2.56,6.71,44787.64
2016-08-14,16754.82,3.91,4.87,5.78,33261.0
2016-08-15,16393.01,3.43,5.9,6.75,30727.31
2016-08-16,32459.4,6.57,3.83,7.4,29004.23
2016-08-17,22201.12,3.98,6.89,9.45,12780.59
2016-08-18,16050.84,6.45,4.17,4.25,43008.09
2016-08-19,49029.61,4.95,2.75,5.07,33251.82
2016-08-20,35633.54,5.08,4.33,9.83,15023.67
2016-08-21,28016.01,5.35,5.4,5.6,12691.42
2016-08-22,55503.74,4.84,6.16,3.16,13675.86
2016-08-23,20226.25,3.5,4.29,4.03,32110.06
2016-08-24,58016.35,4.55,4.97,3.18,32262.51
2016-08-25,29128.5,6.32,3.34,9.93,28489.02
2016-08-26,54978.17,6.33,5.23,4.95,22123.27
2016-08-27,42132.43,4.43,6.93,9.46,29547.51
2016-08-28,52201.83,5.3,2.25,9.97,29037.96
2016-08-29,59280.59,3.97,6.43,7.2,12640.71
2016-08-30,27978.24,4.05,4.81,3.23,21321.48
2016-08-31,58251.1,3.12,3.26,3.57,13755.12
2016-09-01,32526.69,7.48,6.77,6.37,41705.11
2016-09-02,32348.04,4.05,4.42,5.84,35932.36
2016-09-03,30317.42,4.14,3.66,7.24,44871.8
2016-09-04,39363.34,4.4,2.91,6.07,21971.65
2016-09-05,21936.53,3.64,3.22,9.54,40990.03
2016-09-06,39917.02,6.2,6.16,6.74,31900.79
2016-09-07,39376.72,3.38,5.07,7.86,26953.14
2016-09-08,49285.58,3.67,6.57,9.28,19344.91
2016-09-09,52514.25,6.22,3.16,4.03,36366.94
2016-09-10,34819.86,4.7,2.61,4.61,41836.64
2016-09-11,28605.0,6.54,2.03,3.75,19765.18
2016-09-12,26670.07,5.79,4.54,3.98,17787.88
2016-09-13,23758.07,4.28,6.99,6.59,34975.32
2016-09-14,17594.14,6.25,5.47,5.25,44240.11
2016-09-15,30410.16,3.58,3.54,5.96,36748.52
2016-09-16,27161.15,5.68,6.38,9.88,21391.16
2016-09-17,58488.78,5.19,5.91,4.1,25858.53
2016-09-18,40096.9,4.34,2.08,6.79,24682.48
2016-09-19,30627.47,6.02,6.08,3.69,40119.14
2016-09-20,41121.04,7.36,3.5,5.23,37455.24
2016-09-21,21263.85,7.99,2.75,6.69,31436.19
2016-09-22,34981.97,6.04,3.13,9.63,21073.65
2016-09-23,43180.54,5.02,4.34,5.74,42953.62
2016-09-24,37000.4,4.13,4.12,3.45,33559.4
2016-09-25,33080.05,4.29,3.44,5.72,44025.73
2016-09-26,59723.18,5.4,2.86,4.02,31143.86
2016-09-27,54614.16,4.84,5.81,4.61,39099.36
2016-09-28,43053.27,7.57,6.95,7.33,38832.48
2016-09-29,40621.98,4.84,5.89,3.47,23131.85
2016-09-30,42929.72,4.87,3.48,6.25,43812.68
2016-10-01,24059.04,4.92,3.22,7.27,12724.07
2016-10-02,32781.2,7.18,3.09,5.95,37367.46
2016-10-03,16775.68,6.25,2.68,3.13,43863.38
2016-10-04,36399.57,6.07,4.76,9.9,23183.97
2016-10-05,39436.11,4.67,5.03,5.57,33387.65
2016-10-06,25248.74,7.09,5.53,8.45,30553.37
2016-10-07,58381.3,3.19,5.4,5.28,37129.74
2016-10-08,55925.46,7.35,3.46,6.33,40583.87
2016-10-09,47496.45,5.56,3.65,5.72,31900.47
2016-10-10,39002.4,4.99,5.41,5.4,38924.85
2016-10-11,54148.61,5.49,3.75,3.15,22305.42
2016-10-12,20879.36,6.34,3.06,5.52,19543.37
2016-10-13,50572.94,3.06,3.87,9.23,26212.03
2016-10-14,20616.94,7.36,3.36,7.83,34365.31
2016-10-15,50739.48,5.23,2.44,4.02,18179.15
2016-10-16,27409.54,4.71,6.15,7.14,34451.62
2016-10-17,54469.08,3.69,6.27,9.25,25005.09
2016-10-18,57481.89,5.2,3.1,7.9,38253.98
2016-10-19,21695.82,5.48,2.32,4.04,13215.58
2016-10-20,35820.4,5.02,5.69,9.07,34043.43
2016-10-21,59144.43,6.39,3.06,5.11,33444.14
2016-10-22,36753.33,5.1,3.97,6.18,43050.87
2016-10-23,53859.64,7.81,2.32,6.68,35541.13
2016-10-24,41492.92,6.0,3.13,8.95,38277.96
2016-10-25,31889.85,7.04,5.96,9.52,41851.5
2016-10-26,27860.26,3.55,6.02,9.51,34276.71
2016-10-27,24145.04,4.99,3.04,3.06,21575.07
2016-10-28,49280.92,4.68,3.68,9.45,40702.54
2016-10-29,32394.32,5.85,2.67,3.38,36670.08
2016-10-30,38007.4,7.31,2.37,4.86,26006.44
2016-10-31,37154.65,3.39,6.96,6.6,35447.46
2016-11-01,40977.56,3.36,5.28,6.36,40633.73
2016-11-02,53950.97,7.25,4.71,7.23,44196.52
2016-11-03,59133.27,4.06,5.83,6.36,43427.6
2016-11-04,33341.29,6.34,6.2,9.54,22735.82
2016-11-05,52238.35,5.71,6.03,4.68,25915.89
2016-11-06,49403.75,7.16,2.08,4.92,15614.71
2016-11-07,40808.8,3.63,2.93,9.45,20168.96
2016-11-08,58022.12,3.65,5.27,3.54,41119.9
2016-11-09,24021.35,5.78,3.88,7.27,23908.05
2016-11-10,19916.89,7.73,6.91,7.77,32478.24
2016-11-11,53428.29,5.07,5.33,6.54,33976.87
2016-11-12,34761.74,4.63,6.78,7.86,37800.37
2016-11-13,53113.6,6.03,3.01,4.21,18032.4
2016-11-14,55189.06,7.65,6.32,8.97,22058.83
2016-11-15,17810.59,7.18,3.61,3.98,26795.1
2016-11-16,54755.91,7.98,6.95,5.81,24039.76
2016-11-17,35174.36,3.11,2.79,3.53,44435.87
2016-11-18,37969.46,3.56,4.58,6.82,39553.05
2016-11-19,43196.66,6.05,5.96,7.69,27829.66
2016-11-20,56687.22,7.1,4.16,9.59,41015.86
2016-11-21,15860.22,4.43,4.34,8.18,23472.55
2016-11-22,36457.96,4.2,6.93,6.79,37932.33
2016-11-23,45947.49,6.93,4.13,9.53,19381.29
2016-11-24,47521.81,3.28,5.02,6.35,37486.63
2016-11-25,46163.96,4.85,2.27,6.93,27062.96
2016-11-26,21049.58,5.53,6.21,7.17,15547.48
2016-11-27,28472.8,5.8,5.24,5.87,21017.66
2016-11-28,31142.2,6.64,4.02,8.87,25275.06
2016-11-29,51199.67,4.77,2.08,4.3,36726.67
2016-11-30,27544.19,6.06,4.96,6.88,14408.43
2016-12-01,24481.72,5.93,2.06,8.06,33765.05
2016-12-02,58085.16,5.74,2.01,9.33,35628.45
2016-12-03,15398.85,6.2,5.08,9.19,33579.41
2016-12-04,59901.94,4.3,2.95,6.56,37102.1
2016-12-05,45456.96,3.42,2.96,7.5,17879.56
2016-12-06,52281.12,3.6,5.27,5.76,31374.41
2016-12-07,28257.87,4.12,2.27,6.28,43057.78
2016-12-08,15644.19,5.5,3.57,9.34,32155.88
2016-12-09,48204.13,7.2,2.75,9.51,32174.1
2016-12-10,52536.51,6.51,4.9,9.27,36302.51
2016-12-11,48321.43,6.95,5.31,3.97,22995.74
2016-12-12,21428.26,4.75,5.61,8.95,35115.7
2016-12-13,48904.26,5.02,3.28,9.64,42235.72
2016-12-14,49601.53,4.97,2.45,5.53,12359.55
2016-12-15,44634.32,3.96,2.39,6.63,40713.73
2016-12-16,49475.22,3.31,4.13,8.45,19214.4
2016-12-17,53066.46,5.95,6.73,6.93,27045.47
2016-12-18,42612.19,7.95,3.09,9.95,40127.48
2016-12-19,18987.21,3.83,3.28,6.19,39189.1
2016-12-20,36943.25,3.23,2.5,8.0,41433.61
2016-12-21,18494.22,6.9,5.03,8.55,43033.75
2016-12-22,33339.44,4.26,5.4,6.46,26756.18
2016-12-23,33319.79,7.15,5.21,9.0,33660.01
2016-12-24,17970.44,6.52,6.31,6.82,24885.79
2016-12-25,30696.92,7.73,4.43,5.88,23573.65
2016-12-26,19994.91,5.04,2.67,3.75,26242.65
2016-12-27,51370.58,6.31,3.45,5.75,36521.51
2016-12-28,57645.96,5.32,5.31,8.14,28547.54
2016-12-29,18254.24,6.15,5.07,9.45,38863.97
2016-12-30,57980.18,5.25,4.66,4.76,36592.21
2016-12-31,38515.95,3.94,5.41,5.49,12675.79
2017-01-01,28480.46,5.54,5.19,4.08,32797.86
2017-01-02,18458.79,5.64,6.41,7.84,26406.85
2017-01-03,37528.09,7.05,4.93,9.72,27068.76
2017-01-04,50753.2,6.68,5.89,7.49,39006.31
2017-01-05,46818.89,6.32,3.24,7.32,30071.06
2017-01-06,17260.17,3.57,5.39,6.87,41225.52
2017-01-07,18280.58,6.6,6.51,3.62,35522.58
2017-01-08,33129.3,5.5,3.93,8.11,30243.72
2017-01-09,28288.07,7.47,5.9,7.21,36899.75
2017-01-10,25457.29,7.6,5.62,7.63,13265.52
2017-01-11,27645.2,3.28,2.3,9.29,12893.76
2017-01-12,51156.72,7.1,4.91,8.49,14750.53
2017-01-13,56815.26,3.19,2.65,8.47,26439.66
2017-01-14,33229.62,4.84,6.84,9.49,19769.85
2017-01-15,55775.0,5.71,6.06,9.93,44480.62
2017-01-16,29467.31,3.74,2.55,7.07,29895.57
2017-01-17,36439.66,6.73,2.61,3.76,33859.72
2017-01-18,25171.3,3.04,4.97,6.21,21201.06
2017-01-19,43821.42,3.84,3.72,8.51,22619.3
2017-01-20,59054.15,5.9,2.17,3.19,23070.24
2017-01-21,42157.19,6.57,4.71,3.4,35058.28
2017-01-22,31101.63,7.58,3.94,3.47,27632.3
2017-01-23,44151.79,6.53,2.51,8.12,29083.56
2017-01-24,20531.43,6.36,6.01,6.51,31536.1
2017-01-25,54989.66,4.97,6.58,5.58,37370.78
2017-01-26,37638.78,3.01,5.78,3.74,14982.2
2017-01-27,35220.74,3.6,6.11,8.13,37636.84
2017-01-28,41363.92,5.67,3.08,5.25,30586.76
2017-01-29,43115.27,6.38,3.32,4.86,34080.15
2017-01-30,18229.91,5.09,3.04,7.57,22809.21
2017-01-31,45717.77,6.65,5.83,6.91,25509.77
2017-02-01,25886.93,5.61,6.74,5.54,19628.47
2017-02-02,47127.87,3.37,5.58,7.49,44316.9
2017-02-03,52014.07,3.96,6.41,4.9,28401.1
2017-02-04,51178.13,7.2,5.19,8.56,44870.54
2017-02-05,39862.54,6.62,3.94,4.61,28162.94
2017-02-06,38407.65,7.47,4.13,4.11,19251.79
2017-02-07,21429.42,3.59,2.38,8.48,28745.93
2017-02-08,49890.58,7.95,2.16,7.96,13306.65
2017-02-09,27213.42,4.05,5.48,4.28,41857.4
2017-02-10,37351.29,3.06,4.19,3.81,39012.16
2017-02-11,27792.33,7.99,4.76,8.87,35952.08
2017-02-12,21022.28,4.41,4.79,8.44,32124.28
2017-02-13,43330.1,6.34,3.39,5.29,31134.53
2017-02-14,17444.94,3.88,4.38,7.61,44892.03
2017-02-15,48689.04,5.9,4.35,3.87,21173.92
2017-02-16,29291.41,7.52,3.94,6.55,37729.58
2017-02-17,15006.06,4.6,6.1,3.13,31186.36
2017-02-18,38000.81,6.35,4.26,5.74,44204.06
2017-02-19,17108.34,3.94,5.02,3.52,39317.51
2017-02-20,27427.63,6.12,6.48,6.33,44951.33
2017-02-21,46813.94,4.68,6.33,5.95,31414.72
2017-02-22,17821.03,4.06,6.45,6.11,18749.95
2017-02-23,52770.23,4.57,3.35,3.32,28621.67
2017-02-24,15171.9,3.89,2.17,5.53,35466.67
2017-02-25,26107.07,7.51,3.31,8.3,37553.89
2017-02-26,48340.68,4.99,3.39,5.58,12016.83
2017-02-27,29232.16,4.23,6.55,8.01,28665.89
2017-02-28,19585.16,5.24,5.25,5.59,19762.74
2017-03-01,31210.53,4.6,2.41,5.96,40872.09
2017-03-02,27167.7,6.72,2.68,6.95,17045.88
2017-03-03,52922.04,7.86,2.78,9.65,33993.06
2017-03-04,29100.66,5.19,5.15,3.76,20780.05
2017-03-05,50501.96,7.31,5.68,3.23,23765.89
2017-03-06,55134.25,5.83,6.3,7.26,43038.46
2017-03-07,34521.78,3.79,6.7,9.64,19934.79
2017-03-08,55947.44,6.45,3.01,9.93,15135.09
2017-03-09,31979.31,5.57,3.55,6.39,14286.4
2017-03-10,58383.53,6.25,3.2,6.28,28652.3
2017-03-11,19018.03,7.45,3.79,7.51,33176.48
2017-03-12,45915.87,5.2,6.57,6.89,22800.69
2017-03-13,37221.63,7.51,4.88,7.44,34778.57
2017-03-14,32444.2,6.75,5.69,9.12,14014.11
2017-03-15,43472.03,5.44,4.45,8.22,40292.04
2017-03-16,46673.57,6.02,2.14,6.48,38946.72
2017-03-17,15196.35,4.63,2.32,6.23,44521.38
2017-03-18,22512.89,7.92,4.69,7.48,42904.66
2017-03-19,47087.07,6.34,5.59,6.19,23754.51
2017-03-20,44987.34,3.22,3.08,6.2,25176.09
2017-03-21,58472.14,4.63,5.61,3.11,36616.84
2017-03-22,49246.7,6.12,6.05,4.22,16424.73
2017-03-23,57784.77,3.28,4.06,6.42,22362.49
2017-03-24,46614.32,3.12,5.73,8.76,15911.85
2017-03-25,28412.35,5.25,4.02,4.95,27011.25
2017-03-26,19741.42,4.66,5.39,6.66,30216.14
2017-03-27,50182.07,5.19,5.82,5.41,18968.3
2017-03-28,43986.71,4.31,6.96,3.73,12878.85
2017-03-29,17168.37,3.82,3.73,9.71,35738.74
2017-03-30,31202.27,6.45,4.06,8.98,12660.17
2017-03-31,58055.99,5.57,2.83,3.55,44122.29
2017-04-01,37518.05,4.0,3.02,8.04,19313.04
2017-04-02,34472.81,4.6,5.47,5.43,33908.7
2017-04-03,35596.48,5.96,6.59,9.96,26346.81
2017-04-04,24399.72,3.36,3.97,5.12,13969.24
2017-04-05,31591.82,3.74,2.9,4.67,27582.06
2017-04-06,31641.6,3.37,3.43,6.98,29053.1
2017-04-07,17355.98,7.06,4.28,8.85,40204.55
2017-04-08,49540.54,6.76,3.45,4.35,36167.52
2017-04-09,33742.7,6.77,3.17,7.97,14616.98
2017-04-10,51998.09,6.58,5.68,3.43,18902.37
2017-04-11,53265.66,6.35,2.04,9.43,22292.29
2017-04-12,24539.73,5.38,4.7,3.57,15841.45
2017-04-13,44580.91,6.21,5.97,9.4,27077.67
2017-04-14,36252.68,3.19,3.33,6.44,44482.2
2017-04-15,54607.05,6.11,5.02,6.14,28982.22
2017-04-16,24708.33,6.89,5.34,9.81,36482.11
2017-04-17,45501.59,5.5,5.28,9.93,34536.95
2017-04-18,42348.85,4.79,4.23,7.55,40047.08
2017-04-19,28288.57,4.39,3.73,3.89,19118.88
2017-04-20,21147.04,6.21,6.18,6.54,36876.27
2017-04-21,44323.79,6.46,5.79,6.7,41084.72
2017-04-22,48236.89,7.35,3.61,6.6,17659.82
2017-04-23,29203.23,4.71,2.52,6.99,23444.47
2017-04-24,44017.47,6.85,2.36,3.13,44013.36
2017-04-25,32780.89,5.81,2.47,7.98,37766.0
2017-04-26,47094.31,7.41,4.91,7.99,21325.5
2017-04-27,23964.69,5.64,2.26,3.81,30610.08
2017-04-28,55059.68,5.59,3.68,6.99,25342.76
2017-04-29,27933.43,5.89,5.77,6.98,28168.85
2017-04-30,31550.37,6.75,3.47,7.78,23720.48
2017-05-01,17614.14,7.82,5.82,3.6,21217.92
2017-05-02,20018.05,3.37,5.73,7.39,34267.18
2017-05-03,38213.79,3.27,3.23,4.97,37691.88
2017-05-04,27041.67,7.69,5.64,6.55,40840.59
2017-05-05,52596.61,5.65,5.74,8.41,17125.89
2017-05-06,15661.2,6.07,3.99,7.94,39154.23
2017-05-07,32059.23,5.41,3.05,3.83,20408.43
2017-05-08,30180.55,3.47,4.61,7.14,26102.1
2017-05-09,15869.74,6.84,6.61,9.78,41747.64
2017-05-10,20596.58,6.74,5.2,4.1,26998.62
2017-05-11,33613.92,4.56,2.86,8.97,18503.1
2017-05-12,37178.91,4.53,5.41,7.92,17275.67
2017-05-13,33193.04,7.19,4.14,8.42,27608.46
2017-05-14,38892.2,3.36,4.96,4.97,37168.19
2017-05-15,41780.93,7.41,5.67,5.02,44907.77
2017-05-16,15446.57,4.28,4.57,9.34,37984.48
2017-05-17,35884.28,5.96,6.07,5.52,40941.39
2017-05-18,58357.47,7.68,5.61,3.44,36678.47
2017-05-19,38356.45,6.39,5.08,7.2,41549.36
2017-05-20,45489.4,5.07,2.75,3.87,14517.69
2017-05-21,29033.87,6.45,6.18,8.58,42687.74
2017-05-22,49829.61,4.72,6.68,7.49,25081.4
2017-05-23,49781.47,4.39,2.68,9.12,42413.27
2017-05-24,38458.32,7.98,4.44,8.49,14499.18
2017-05-25,58920.62,6.75,3.29,3.78,35603.02
2017-05-26,20649.76,6.22,5.77,5.67,36277.73
2017-05-27,15762.64,4.78,5.61,8.42,44898.06
2017-05-28,49657.12,3.25,2.7,5.92,37372.22
2017-05-29,51322.0,3.16,6.39,9.81,24624.93
2017-05-30,20409.33,5.77,2.9,8.15,30389.2
2017-05-31,26951.23,6.81,5.99,3.11,24096.18
2017-06-01,15789.86,5.69,4.28,9.16,18468.62
2017-06-02,28198.89,7.2,3.64,3.71,20200.58
2017-06-03,49791.38,3.17,2.79,3.98,19326.35
2017-06-04,38308.22,4.83,2.84,8.14,30110.91
2017-06-05,30664.3,4.19,5.31,9.05,41903.3
2017-06-06,31728.27,5.24,4.75,6.75,42119.98
2017-06-07,15060.91,3.36,2.61,5.02,13807.2
2017-06-08,28491.02,7.77,2.56,5.46,14636.68
2017-06-09,44090.64,4.12,2.36,5.4,20088.93
2017-06-10,58838.75,7.61,5.72,5.29,20416.96
2017-06-11,53117.74,5.13,5.56,4.7,15131.34
2017-06-12,16061.77,7.93,2.29,7.26,24819.29
2017-06-13,55435.23,5.77,4.8,9.3,31394.94
2017-06-14,50243.93,7.65,2.42,5.15,31079.35
2017-06-15,50116.93,3.03,6.52,4.31,29933.18
2017-06-16,35609.81,6.74,6.54,8.87,23176.17
2017-06-17,32910.24,7.52,5.49,8.19,35313.04
2017-06-18,28631.21,3.7,6.63,9.52,39273.97
2017-06-19,17956.27,3.48,6.06,4.16,23427.05
2017-06-20,25270.59,5.12,6.14,4.01,14822.67
2017-06-21,26097.16,7.67,4.85,6.79,21778.9
2017-06-22,36783.47,5.71,3.53,7.3,16533.17
2017-06-23,48635.0,5.64,3.09,6.36,27422.84
2017-06-24,36321.44,3.71,3.64,7.19,17145.86
2017-06-25,17603.0,3.0,5.14,4.26,27273.88
2017-06-26,58100.54,7.05,2.86,6.36,19293.1
2017-06-27,57422.59,3.44,3.29,7.61,36378.13
2017-06-28,50333.53,6.17,4.34,6.03,12909.75
2017-06-29,59609.76,7.57,3.17,7.76,30306.63
2017-06-30,39501.7,4.04,4.94,6.16,17593.11
2017-07-01,58324.58,6.33,6.62,5.34,12032.73
2017-07-02,18402.23,3.39,5.74,5.13,40683.6
2017-07-03,31455.63,6.02,5.33,5.88,34160.42
2017-07-04,25142.16,3.82,4.91,3.16,15265.11
2017-07-05,23812.49,6.68,4.44,7.68,33914.39
2017-07-06,21336.13,4.51,2.93,8.92,32184.36
2017-07-07,43008.61,5.32,6.47,5.48,27620.77
2017-07-08,50159.48,6.0,3.24,3.32,25835.52
2017-07-09,41023.43,3.86,2.46,9.91,41273.3
2017-07-10,21613.32,6.71,5.75,4.85,20089.88
2017-07-11,51500.57,4.51,2.88,3.89,25144.23
2017-07-12,43617.96,6.31,3.86,5.59,22860.81
2017-07-13,32467.46,3.79,2.14,8.17,37449.63
2017-07-14,45335.86,6.44,2.69,5.06,42243.36
2017-07-15,26695.72,3.64,2.87,7.02,40042.8
2017-07-16,30533.65,5.13,2.27,5.91,38324.23
2017-07-17,56286.86,4.24,5.28,3.82,44564.07
2017-07-18,28072.7,6.74,6.19,5.31,35005.77
2017-07-19,36149.47,4.31,3.87,8.07,36784.78
2017-07-20,55056.35,7.41,6.37,7.28,44432.48
2017-07-21,46847.46,7.46,3.07,3.84,12230.7
2017-07-22,17799.15,3.98,3.63,4.14,32923.6
2017-07-23,21628.64,6.07,2.75,7.49,36386.06
2017-07-24,15352.87,3.44,5.1,8.69,42288.29
2017-07-25,43391.48,4.96,4.1,5.45,41166.86
2017-07-26,35145.3,6.57,5.07,7.17,39784.7
2017-07-27,21042.37,6.3,5.81,4.19,43211.11
2017-07-28,58107.04,6.12,4.73,5.18,29733.51
2017-07-29,38834.69,4.41,5.14,3.14,12228.36
2017-07-30,25885.2,4.89,6.68,8.38,12364.8
2017-07-31,37527.16,3.51,3.5,5.81,29973.09
2017-08-01,45582.91,6.6,3.8,8.71,26363.98
2017-08-02,18430.76,5.52,5.59,7.96,26891.09
2017-08-03,27361.67,6.54,5.06,8.8,25213.36
2017-08-04,51313.45,4.24,2.89,5.0,42284.95
2017-08-05,35684.92,4.62,3.88,4.3,23852.62
2017-08-06,39595.97,4.67,4.34,9.8,40255.49
2017-08-07,34476.72,3.13,4.1,8.02,41794.54
2017-08-08,16975.5,4.71,2.89,8.84,28483.56
2017-08-09,22458.74,7.02,6.62,3.09,26748.96
2017-08-10,35049.37,7.49,5.81,5.48,37113.68
2017-08-11,24413.35,5.59,4.41,8.2,35363.06
2017-08-12,17249.06,5.28,5.4,3.55,22841.66
2017-08-13,52964.23,3.15,6.49,6.97,15384.09
2017-08-14,59153.66,7.4,2.68,6.0,20740.13
2017-08-15,50691.43,3.07,3.25,3.12,16323.94
2017-08-16,53420.32,7.72,4.71,4.65,21726.17
2017-08-17,25888.97,5.45,6.0,4.99,20640.11
2017-08-18,58228.21,4.71,2.18,3.78,33044.48
2017-08-19,23861.66,7.62,6.92,7.42,43498.37
2017-08-20,57814.34,3.12,4.27,4.7,34629.54
2017-08-21,59766.87,5.91,3.8,4.94,42579.43
2017-08-22,47027.53,5.74,3.46,9.29,37876.36
2017-08-23,59151.47,4.1,2.87,6.27,36019.96
2017-08-24,40629.29,5.14,5.96,5.74,25664.04
2017-08-25,26679.38,6.26,6.78,8.07,22718.22
2017-08-26,34664.81,6.64,4.07,9.37,39927.15
2017-08-27,41710.24,3.0,6.76,3.18,41877.98
2017-08-28,18288.67,7.68,6.12,6.14,26912.12
2017-08-29,43005.45,3.82,4.41,7.28,12299.08
2017-08-30,59153.0,4.17,5.37,5.23,38153.52
2017-08-31,23554.84,4.32,4.17,8.41,21407.27
2017-09-01,50666.78,3.19,4.79,9.8,12326.3
2017-09-02,55855.45,3.62,2.29,9.6,38564.62
2017-09-03,57466.57,7.93,5.48,4.86,29074.67
2017-09-04,58206.1,4.58,2.26,4.58,34611.95
2017-09-05,38465.68,3.58,6.09,9.7,42184.76
2017-09-06,58978.86,3.53,6.12,6.21,29858.74
2017-09-07,49078.96,6.6,3.19,4.46,28605.4
2017-09-08,22275.21,7.27,3.62,7.95,21591.85
2017-09-09,36460.5,4.28,4.41,4.99,22071.4
2017-09-10,47324.9,3.1,4.98,4.87,38285.89
2017-09-11,26130.31,4.12,3.44,9.15,26817.97
2017-09-12,43827.68,3.28,4.96,4.14,17396.36
2017-09-13,44997.02,3.52,3.49,3.45,15119.45
2017-09-14,22321.49,5.16,2.28,4.88,27606.36
2017-09-15,40428.84,4.15,2.01,7.25,27343.52
2017-09-16,49723.21,5.58,2.51,3.86,33564.12
2017-09-17,37450.3,4.27,5.96,6.3,27545.23
2017-09-18,15544.64,7.7,6.81,7.39,16734.7
2017-09-19,15406.73,7.53,4.13,8.94,28757.5
2017-09-20,31066.32,5.83,4.56,4.61,41924.05
2017-09-21,56678.73,4.77,2.73,8.72,17261.57
2017-09-22,25290.46,4.91,4.76,4.64,34761.9
2017-09-23,43546.37,5.06,2.72,7.74,31597.36
2017-09-24,24993.41,6.64,5.06,6.01,36703.33
2017-09-25,29475.15,5.26,6.67,3.8,16969.81
2017-09-26,53161.89,7.28,2.98,8.0,43072.98
2017-09-27,47798.76,7.72,5.82,4.52,32491.89
2017-09-28,19292.97,4.68,2.12,4.24,39953.35
2017-09-29,34291.59,5.8,3.88,5.51,20138.02
2017-09-30,16312.64,3.48,2.55,7.57,36400.63
2017-10-01,36640.06,4.0,3.76,4.64,37774.01
2017-10-02,44809.53,5.07,2.87,4.29,25115.36
2017-10-03,20332.62,4.03,3.87,3.07,24670.46
2017-10-04,27999.82,7.38,4.09,6.3,33707.28
2017-10-05,32902.65,3.79,3.5,6.0,15082.45
2017-10-06,56378.9,5.28,5.28,4.64,36275.6
2017-10-07,59696.48,6.03,6.59,3.38,13415.26
2017-10-08,17021.01,6.46,4.0,6.0,18289.48
2017-10-09,49245.36,4.92,2.96,8.52,33916.74
2017-10-10,31727.58,7.35,3.35,8.01,15244.68
2017-10-11,32660.62,5.84,6.27,9.03,44070.79
2017-10-12,48941.92,5.2,4.86,3.07,40657.07
2017-10-13,56329.19,3.34,4.28,9.76,32667.98
2017-10-14,57791.79,5.32,2.75,5.39,39028.9
2017-10-15,40970.52,7.1,4.25,9.93,41290.14
2017-10-16,31070.45,6.07,3.39,4.77,20562.7
2017-10-17,50439.71,7.16,6.72,6.3,40030.58
2017-10-18,26295.06,5.47,6.42,5.48,18428.19
2017-10-19,40383.33,3.59,2.42,5.49,25640.29
2017-10-20,31136.03,3.07,4.58,8.9,30422.57
2017-10-21,44548.4,4.52,3.13,8.22,35558.4
2017-10-22,25817.95,6.49,4.05,9.95,12994.66
2017-10-23,23621.68,6.95,6.38,7.29,21586.81
2017-10-24,56320.76,4.48,4.64,6.24,32081.13
2017-10-25,19581.17,5.48,3.67,3.63,23793.17
2017-10-26,37768.11,5.11,3.04,9.98,37575.83
2017-10-27,24938.38,5.05,6.0,6.86,33504.52
2017-10-28,16751.85,4.16,5.12,7.9,19735.25
2017-10-29,16620.85,3.68,4.34,5.85,16815.66
2017-10-30,22884.98,3.98,3.09,6.83,32758.55
2017-10-31,54004.67,3.28,3.67,9.6,26865.42
2017-11-01,27711.54,3.99,6.8,4.16,17575.58
2017-11-02,57770.66,3.05,4.6,5.05,22770.35
2017-11-03,41173.0,6.14,4.0,4.06,22000.54
2017-11-04,34647.64,4.58,4.61,8.55,15568.36
2017-11-05,41104.0,7.87,5.89,3.43,30048.0
2017-11-06,38251.43,3.97,3.7,3.57,37200.4
2017-11-07,49144.93,4.73,2.89,5.09,30990.41
2017-11-08,27712.32,4.79,4.92,6.6,39267.62
2017-11-09,30887.27,3.04,5.33,5.84,16209.76
2017-11-10,55234.24,7.2,5.56,3.31,26375.19
2017-11-11,57590.54,3.16,6.41,9.7,32110.7
2017-11-12,55165.12,7.7,3.86,9.67,34308.05
2017-11-13,33875.16,7.46,2.38,4.96,34960.95
2017-11-14,50116.45,5.68,6.79,8.12,36055.86
2017-11-15,36435.11,5.72,4.18,7.05,33497.18
2017-11-16,37389.29,6.27,5.12,4.66,15109.53
2017-11-17,24210.6,4.94,5.33,4.84,34945.09
2017-11-18,41600.86,6.24,4.73,6.44,35917.83
2017-11-19,23376.12,3.22,3.03,5.93,44784.84
2017-11-20,29920.41,3.27,5.78,5.04,34880.96
2017-11-21,53476.36,5.29,6.02,8.65,34665.4
2017-11-22,24318.41,5.75,4.76,6.37,28988.84
2017-11-23,18202.12,7.44,4.44,7.58,40641.46
